用户ID,movie_id,评分
6848,13173,10
12562,15878,10
17437,2688,10
14538,4549,10
32484,12440,10
19977,3891,10
3465,15325,8
7967,19900,8
19826,22448,10
3530,17641,10
12031,16459,10
851,6898,10
517,21127,10
1616,14945,10
28907,20296,10
21475,9984,8
4865,18689,10
1533,12843,8
517,22910,8
1259,18633,8
6878,9728,10
10396,1459,8
17552,7785,8
32490,13426,10
26387,17061,10
32491,5496,10
10026,16173,10
15151,9740,8
10097,7984,10
32493,18908,8
32494,3615,8
1653,6523,8
20512,12644,8
2310,11839,10
13709,16789,10
326,15582,8
32496,21548,8
6421,13364,8
5474,12364,8
25289,44,8
14890,8459,8
32496,8991,8
10657,4524,8
6421,5842,8
5474,6668,8
2388,11078,10
6422,2637,8
14901,13193,8
8067,21733,10
10029,4974,10
14961,16667,10
2476,5626,10
17339,12792,10
8668,21376,10
11699,20314,8
13628,12794,8
4334,20401,8
8662,18813,8
7075,21961,8
10846,1093,8
16901,20632,10
11121,15420,8
14961,350,10
8774,13168,10
5548,11898,8
24695,19174,8
7650,22929,8
12017,3404,10
4244,9306,8
5983,7398,8
6240,9430,10
32499,19492,10
32500,18242,10
4101,4094,10
5983,5963,8
12510,20728,8
32499,6479,10
32500,21102,10
2739,16783,10
4101,3477,10
10483,16704,8
8082,13153,10
17307,11314,10
14580,3496,10
10682,6352,10
9393,10718,10
10131,16548,8
7307,21607,8
28006,16254,8
5435,4538,10
5804,20693,8
22472,18791,8
976,3910,8
11113,12990,8
5471,12658,8
2419,18677,8
17294,13451,10
23911,15554,10
28575,14337,8
14858,6818,8
32507,12142,8
13017,19906,8
19910,21227,8
11379,6034,10
17386,11692,10
19319,12171,8
6228,3768,10
13930,8337,10
22762,10242,8
3174,15357,10
627,13657,8
6128,904,8
2718,18014,8
10531,19933,8
14550,13024,8
2399,8668,8
11745,19891,10
905,18636,10
17356,22435,8
17445,6522,8
17458,9396,10
10491,8621,8
32514,15054,10
7688,20964,8
16986,13182,10
9481,4942,8
1386,16061,10
10531,19644,8
15761,931,8
32518,7450,10
6166,5058,8
8041,20123,10
15054,12443,10
958,6014,8
10677,20041,10
7853,10927,2
8603,7900,4
32519,18380,4
8665,22556,4
8740,4680,4
10971,22103,4
1649,8378,4
6300,103,4
1684,6748,4
192,8982,4
26932,21757,4
23459,15457,4
1547,17332,4
22451,19033,4
10492,12792,4
14901,22133,4
32520,10935,4
2271,1172,4
3,19584,4
13575,15074,4
11825,9889,2
21661,1414,4
6902,2269,4
2813,14794,4
16866,8651,4
32521,7167,2
10805,20305,4
26401,9553,4
2006,4735,4
7951,6346,4
26936,10478,2
10574,10601,4
1653,7598,4
4340,3326,2
16558,4050,4
32523,21300,4
6561,10715,4
8138,2981,4
13757,22929,2
12949,7003,4
9959,20100,4
824,8732,4
10191,2215,4
30454,17780,2
32527,8637,4
32528,15955,4
16908,6219,4
26086,16658,4
7863,16169,4
13755,9073,2
3994,13445,2
4342,22423,4
517,14833,4
21849,13662,2
4575,8447,4
11845,14028,4
3974,7686,4
56,5185,4
12195,5681,2
32537,12261,4
6220,16043,2
517,10014,4
7399,11101,4
3957,9394,2
1021,16524,4
13788,7941,4
2998,5752,2
28412,19015,4
7070,3523,4
32541,21522,4
29825,19466,2
32543,17228,4
18452,84,2
7782,21364,4
7272,6729,4
5579,7634,4
4497,22240,4
28399,13363,4
14229,6874,2
12778,4214,4
10925,5823,4
32559,1566,4
3427,20918,4
14900,10266,4
14363,2779,2
4966,3375,2
13139,3637,2
31194,6039,2
16551,10135,4
8351,148,4
4059,6272,4
25726,8034,2
24401,2156,4
23011,11713,2
22430,10395,2
29950,5558,4
41,1657,4
32604,7191,4
9417,4861,4
517,12018,4
2838,18799,4
11798,7139,4
1946,18670,4
17381,3444,10
4916,11686,8
3955,21026,8
7978,2470,8
9304,6848,8
528,10235,10
13266,3989,8
9894,13102,8
14760,12569,8
13940,2411,8
8084,1367,10
6857,2341,8
7865,1106,8
20858,3556,10
8791,19236,8
20512,2084,8
1762,17605,8
108,13009,8
7557,1631,8
7307,6648,10
20927,6004,10
9903,64,10
4310,22989,8
22879,7799,8
7862,13079,8
13236,5556,8
20845,17378,10
12506,21745,8
6024,12213,10
30262,16373,8
6827,820,8
3278,9908,8
10016,10558,10
415,21499,8
12430,15053,10
2237,8492,8
8773,19921,8
7884,16044,10
14554,26,8
13697,4413,8
32631,14488,8
526,2861,8
6339,17261,10
2193,14613,10
19978,10309,8
9357,19846,8
20477,7615,10
18166,16879,10
14048,2530,8
14782,20684,10
10455,18846,8
1582,5971,10
6477,11230,10
4289,5685,8
8042,15535,8
8042,13273,8
12464,3924,8
8002,9282,8
11307,1180,10
18844,9905,10
4436,10835,10
9987,7207,8
1164,20096,8
11209,18857,8
21782,17717,8
4840,23029,8
6764,1748,8
11379,4720,10
504,8915,8
517,14559,10
17529,1606,8
9969,14860,8
3421,13093,8
32635,7137,10
14012,12984,8
12079,15365,8
27980,4961,10
13963,17324,8
517,18501,8
32636,11637,8
32637,17223,10
14512,7255,8
12469,4021,10
9533,4588,10
18864,17853,8
8851,17774,8
7635,437,10
10463,6268,8
11348,11987,8
21493,8170,10
11348,7330,8
14016,7864,10
656,22417,8
6692,14726,10
10047,13881,8
820,16202,10
11802,12456,10
9977,11814,8
3170,7993,10
17579,14430,8
32640,14648,8
7255,5336,8
7533,18689,8
4334,15183,10
11738,9533,8
18171,7571,8
517,17375,8
8809,15666,8
1666,4876,10
28273,14872,8
1640,1304,8
32641,16852,8
14580,1334,10
32,14631,8
32642,8674,10
4258,8800,8
12677,4065,8
15769,18856,8
22119,19642,8
11248,3811,8
8132,12318,8
9459,10565,8
4245,19219,8
6939,5292,10
14799,5472,8
2497,9242,10
26705,10267,10
22825,3394,10
5978,20046,10
13442,13224,8
24683,14535,8
32647,12276,8
14979,259,8
13586,4108,8
11761,19940,10
1787,12327,10
32648,13040,10
5650,11117,8
29777,3058,10
32499,21424,10
32649,3412,10
13690,12865,8
9988,20253,8
4868,11119,8
12502,22679,10
12623,13453,8
9926,16363,8
13482,7280,8
1576,22008,8
4944,21052,8
32651,21354,10
8090,11964,8
17515,10865,10
32652,7708,8
10903,5877,8
8744,1924,8
11443,14952,10
12983,2725,8
32655,20904,8
5415,3553,10
21894,5533,10
9984,3608,10
20044,3212,8
4001,18014,8
5438,20346,10
9507,513,8
8141,15993,10
7441,20819,8
10540,20310,8
14593,11536,10
32663,11077,10
7333,5720,8
11216,14785,10
6429,10168,8
32665,4812,10
32667,22286,8
13656,17779,8
5855,2343,10
13741,87,8
17837,20434,10
8164,12699,10
976,1569,8
24631,14750,8
8040,21237,8
32670,4670,8
27252,20923,8
11176,14085,8
32672,15392,10
17915,16308,10
21823,420,8
18234,7969,8
7039,12337,10
32675,13136,8
30857,19950,10
2017,5682,8
22136,4283,8
32677,1508,8
2183,8310,8
740,10495,8
517,10158,8
9553,8941,8
15247,21863,8
32679,6930,10
7555,10759,8
25681,12664,10
11118,6419,8
8871,10513,8
5494,8116,10
8066,10148,8
2482,7850,8
1869,10547,8
23908,8092,8
5523,18870,8
8012,18990,8
32686,8642,10
12073,3547,8
16928,15461,8
8679,20994,8
12546,14510,10
32687,17027,10
5,11077,8
1753,12127,8
25352,20619,8
19792,12340,8
24696,5190,8
11359,11535,8
13767,23003,10
644,13126,10
3040,7974,8
8783,743,8
30773,14224,10
517,2032,10
28956,15453,8
17375,12165,10
12630,5551,10
28672,14660,8
6636,18634,8
3026,6660,8
6518,18014,8
32700,9539,10
6721,7752,8
855,22379,8
28964,15052,10
8668,14104,8
32703,18529,8
3176,10390,8
2507,15692,10
3126,19231,8
5110,20615,8
15787,16954,10
32707,18462,10
26764,20213,8
16061,8953,10
13117,14935,8
32709,15342,8
22455,14862,10
4764,5804,8
7434,7882,10
7987,16618,10
12005,2396,8
8046,19092,8
8046,18366,8
17336,5548,10
17311,9779,10
6275,23014,10
7465,13266,10
19611,7319,8
3264,14901,8
162,12975,8
32713,3345,10
3791,15767,10
5521,21810,8
5179,3720,8
13033,14283,10
19611,17635,8
32719,7524,8
13033,22820,10
29105,7343,8
15907,8016,10
25367,20217,8
13446,4463,8
2297,18588,8
32720,21808,8
7920,15470,8
2872,19314,8
7363,20569,10
7075,21751,8
613,20287,10
21517,18390,8
613,10272,10
21517,18231,8
885,889,8
25,4822,8
16020,9736,8
32726,20650,8
16165,4221,8
25810,10831,8
32731,22284,8
32733,21442,10
13240,10944,8
1669,16204,10
10792,6849,10
12047,16787,10
31109,17020,10
4874,4637,8
3349,12044,8
19638,13298,10
13048,16693,8
32484,12367,8
4983,8345,10
1188,13387,8
12047,16565,10
10926,4142,8
13048,510,8
31606,1718,8
11804,14935,8
22182,13448,10
16686,2776,8
10757,21202,8
24695,19131,8
14592,18200,8
5630,2044,10
18845,5899,10
4770,500,8
7321,15506,8
10757,15130,8
26233,22816,8
24695,17370,8
5630,4698,10
18845,18316,10
4770,7132,8
16902,9243,8
665,8881,8
12603,21994,10
7479,11000,8
6649,8049,8
10611,21408,8
30333,7956,8
6407,16300,8
8570,22887,8
10600,12693,10
7629,4636,8
21530,35,10
517,2529,10
8951,13875,8
8283,19968,8
2540,1316,8
10538,19766,10
17297,21857,10
32753,17401,8
7303,13519,8
27671,15610,10
23925,5960,8
4791,12920,8
21644,10803,8
1018,16891,8
7009,1289,8
2891,7920,8
4233,3793,8
31489,4135,8
3364,3859,10
9402,1838,8
9356,14753,4
9546,19887,4
4897,19157,2
9450,22934,4
13097,1495,4
9984,589,4
13622,13071,4
517,12941,4
2418,6455,4
1972,1066,2
7898,19603,2
3025,9683,4
5531,14196,4
6333,9494,2
6021,13364,4
17955,16708,2
2312,2744,4
5459,4855,4
1552,16821,4
12089,19667,4
19261,5470,4
5376,3491,2
32760,15215,4
1496,15760,4
32763,20974,4
16065,13538,4
19244,2986,4
1145,18840,4
21827,17094,4
28304,11370,4
22549,9530,4
6909,6290,4
8190,22309,2
32766,6632,4
7232,12945,4
1499,1504,4
8902,13287,4
7182,18016,4
19257,19120,4
7679,14138,4
10797,19002,4
15426,16441,4
16029,16542,4
8193,1566,4
19080,3543,2
12949,1839,4
32772,13807,2
19080,3251,2
3772,11775,2
12949,14011,4
32775,20433,4
12309,20546,2
14346,495,4
12197,4321,4
10080,7147,4
17294,20995,4
8735,2477,4
3943,11625,4
17294,902,4
4661,13046,4
17617,17475,4
12580,22953,4
17525,4796,4
3413,1636,2
19687,18199,2
462,15011,2
25705,10038,2
3413,12331,2
16608,21239,4
13002,7578,4
24999,1508,4
24256,19142,2
32799,12330,4
13307,10402,4
4560,10879,4
18782,17748,4
15504,11198,4
5951,20499,2
9118,5979,2
3489,14749,4
20908,5009,8
1570,18427,8
3228,6241,8
7850,6028,8
12936,7428,8
13444,7834,10
543,15469,10
963,11388,10
1479,17199,10
16805,564,10
11106,22647,10
13263,19014,8
4724,21803,10
514,2767,8
19488,12428,8
13727,12171,8
1606,16396,8
1497,8678,10
3935,18866,8
26886,6455,10
8679,16966,10
8071,18878,8
1495,15359,8
519,13571,8
5979,1248,8
6980,5764,8
17876,2018,10
69,10020,8
32848,967,10
655,5568,8
3157,10726,10
13575,18592,10
9962,373,10
23486,10020,10
1752,17204,8
517,4573,10
953,13298,10
1291,21974,10
504,19391,8
5747,8196,10
1653,5749,10
3530,22060,10
1725,17042,10
2194,22734,10
12446,13073,8
19252,17273,10
32850,5577,10
9402,530,8
1705,8495,8
9483,20581,8
15454,18529,10
2357,18289,8
31274,11380,10
1547,20858,10
15454,10753,10
32852,3620,8
32853,19373,10
8106,18722,8
32854,10471,10
6010,21666,8
23928,8891,8
8729,15312,8
13570,8363,10
9373,6966,8
8613,22467,8
9558,15929,8
6,22221,10
2415,21789,8
517,9703,10
9333,15653,8
8685,1003,10
1632,21603,8
8685,6848,10
18810,18647,10
15337,10646,8
7679,15684,10
10011,5985,10
7994,9943,10
12608,18041,8
2588,12685,8
13440,15082,8
517,13532,8
1046,5840,8
10661,15304,8
7953,14188,8
9348,12018,8
9306,82,8
692,7189,8
9955,16474,10
4751,22393,8
11294,9215,10
4751,1389,8
11294,20205,10
9899,21531,10
9977,4643,10
20511,7990,8
169,7287,8
8078,22933,10
8703,2202,8
11150,9162,10
5440,11846,10
3584,15420,8
14554,19542,10
5036,4254,8
15195,1633,8
11226,19876,10
403,15537,10
11717,11770,8
23118,21832,8
9401,12292,8
8652,18447,8
15413,5872,8
4021,10296,8
10640,17238,10
10741,4476,10
13219,17121,8
5392,20930,8
14080,12904,8
13662,6927,10
21492,4094,8
1902,15820,10
16902,9201,8
527,914,8
2462,3465,8
10903,1818,10
13662,1061,10
18159,4821,8
811,18159,8
1902,19068,10
4981,16719,10
20852,16163,8
1794,22417,8
9911,5371,10
9341,5278,10
7516,11165,10
10898,3820,8
14806,8272,10
2339,8231,10
7285,10296,10
15355,22738,10
22790,15444,8
591,12525,8
14806,22371,10
2339,13256,10
15355,1006,10
7982,13814,8
7285,4364,10
21786,11587,10
11161,7200,8
16894,17708,8
32865,20892,8
25003,16991,8
13741,13058,8
9451,19324,8
4283,13501,8
13061,2028,10
10073,12098,8
6102,5247,8
1869,2786,8
413,9527,8
29016,7730,10
23468,1734,8
562,21488,8
11771,17861,8
21271,1210,10
22791,21367,8
27985,10777,8
10506,7865,8
7958,3765,8
16606,2967,8
23562,13573,10
9479,20654,8
9422,5562,8
11991,2925,10
1567,13102,10
11783,16998,8
9309,22240,10
16606,12899,8
8156,15550,10
20531,9547,10
12112,18549,10
9385,10040,10
9422,11996,8
6099,1179,10
7862,17893,8
12112,21306,10
11813,21942,8
9385,6025,10
25319,22969,8
4715,9742,8
7862,16353,8
20499,11552,8
18982,10027,8
8676,4476,8
1986,6962,8
10396,12061,10
18588,10597,8
11206,12493,8
21426,6618,8
14904,17863,10
1795,4155,8
2298,12819,8
12016,21296,8
4715,3700,8
25019,18764,8
6351,359,8
17386,16617,8
17053,420,8
13655,10469,8
9060,6672,8
18982,15678,8
1986,1565,8
10396,16423,10
20875,17162,8
1150,7815,10
18588,6093,8
13450,6885,8
29420,18620,8
23504,2036,8
11796,20800,10
9060,14401,8
8065,9490,8
13950,6870,8
731,15580,8
19285,4902,8
5074,20373,8
6125,13621,8
23504,5075,8
1780,9676,8
28236,18260,10
15435,4437,8
26083,3758,8
9404,8541,8
32879,15604,10
12562,22809,8
15364,11942,8
1762,22998,8
1780,22045,8
32880,15251,8
26083,16082,8
9404,9103,8
4115,20553,8
12650,7190,8
30385,20326,8
731,12076,8
32879,5768,10
19285,8228,8
15361,20255,8
16171,7731,8
1008,10788,10
11144,7361,10
14902,17714,8
6908,10368,8
14021,21184,8
7339,9172,10
3142,22282,10
32888,20620,10
1762,21517,8
5774,13301,8
22480,9620,8
4115,14976,8
25850,10854,8
12650,11485,8
30385,22349,8
32888,13256,10
5774,11078,8
22480,6547,8
25850,18759,8
1697,13808,8
32891,22994,8
517,6393,8
21318,9458,10
17910,11133,10
10121,2289,10
11338,3780,10
24661,16868,8
5368,12676,8
1989,15708,10
23907,5475,10
2613,17456,8
2332,5550,10
14534,17073,8
5395,20856,8
1697,12269,8
8609,5046,10
19163,18226,8
8119,13701,10
21318,10245,10
124,7739,8
10121,17201,10
7972,14885,10
11123,1988,8
1542,15400,8
10430,10034,8
9948,135,10
2613,21186,8
18276,10134,8
17959,12615,10
15018,13241,10
517,11193,10
24993,1378,8
2457,22393,10
5974,76,8
4814,6581,10
5471,1426,10
27780,22206,10
19998,8347,10
32908,9552,10
15352,13465,10
3683,5432,10
6144,19482,8
26445,16157,10
7972,1897,10
8757,379,8
8596,22815,8
3460,2439,10
23475,16328,8
9948,2462,10
1751,9403,10
18276,6962,8
6707,20658,8
13109,17161,10
4999,10420,8
15776,13303,8
11824,18723,10
783,22809,8
7530,11023,8
24993,17943,8
24630,16840,8
5471,12819,10
11853,4061,8
11520,9277,8
8187,15970,8
3460,22081,10
14773,15174,8
19504,20115,10
9530,1853,10
15060,20797,8
21818,14010,8
12993,20512,8
9530,7378,10
15060,19954,8
21818,5428,8
7164,13406,8
12993,12119,8
32929,15737,8
10735,17655,10
18838,22675,8
19641,6395,8
709,4073,10
18621,16011,8
8951,17832,8
22083,14322,10
612,11702,8
11153,19236,8
24669,19115,8
14967,19851,10
18288,11266,8
14881,8686,8
6966,5895,8
848,11808,8
17493,13659,8
12055,14677,8
10559,7764,8
7957,13798,10
18167,4678,8
1681,14758,8
4512,19441,8
5982,13108,8
12679,13468,8
18281,18716,8
9994,6599,8
3126,6491,2
22521,16100,4
6902,5186,4
6900,1511,4
1807,2593,4
1004,9515,4
30871,18373,4
12232,20254,4
8159,13764,4
10175,7576,4
32945,11520,4
32951,13199,2
16614,13867,4
16297,19452,4
517,10271,2
12195,2293,4
12796,8903,4
3871,3105,2
13531,9281,4
10392,1478,4
32952,9456,4
13166,9115,4
8924,10567,2
15107,6956,4
32959,18628,4
32962,18237,4
25853,3328,4
1673,20252,4
5527,9664,4
13840,11917,4
6567,14837,4
32967,4229,10
557,15292,10
5371,14262,8
19231,12477,10
514,2939,10
7850,22249,10
2207,2947,10
8583,12844,10
3077,615,8
519,16483,10
4142,16729,10
6881,17375,10
13444,11504,10
1291,337,10
4307,22231,10
4724,3191,10
3291,10592,8
29383,19783,10
3093,19077,10
702,10920,8
8586,15684,10
3069,9811,10
533,20935,10
512,17709,8
517,1263,8
3926,4839,10
13907,8769,10
3935,8080,10
516,14745,8
13438,8163,10
549,20296,10
23,22956,8
19527,12711,8
1606,3184,8
1259,9803,8
4014,173,10
6980,8766,8
6769,9569,10
32968,14885,10
32968,14917,10
25808,5249,8
1752,10775,10
4871,12474,8
4035,14910,8
1495,105,10
586,6072,10
601,7292,10
11717,1577,10
1624,3955,10
877,15260,10
20040,12078,8
5860,19868,8
1762,6701,10
181,19411,10
504,5888,10
6395,12228,8
517,15425,8
11107,17952,10
14754,3536,8
11117,5698,10
10395,11615,8
6163,8993,10
18351,17592,10
10903,1164,10
6688,3935,10
863,10922,10
3366,13222,8
20934,6144,8
12776,4377,10
26384,12805,10
2302,19898,10
22754,19294,10
9389,6325,8
1885,1523,10
2360,18843,10
1725,10845,10
9306,95,10
11294,12918,8
11294,20372,8
8622,3675,8
8389,2520,8
8740,21299,8
517,12353,10
17973,21234,10
7986,9427,8
1008,18002,10
8809,19070,10
3213,3068,10
22747,3876,8
13483,15984,10
9426,1261,8
4997,13587,8
7679,12657,8
7851,21206,8
13014,4919,8
19488,13353,8
14035,12486,10
14759,12142,10
503,5772,10
10011,8562,10
2173,8216,10
9914,6880,10
9495,12439,10
6012,9354,10
4381,11922,10
16917,4659,10
1656,4865,8
4863,14489,10
10488,8384,10
13263,8495,8
18544,3033,10
11172,2892,8
14075,17290,10
6029,5824,10
16889,7025,10
6715,22469,10
1000,601,10
10021,16788,8
16594,10447,10
8078,11776,10
6723,16127,10
22753,9465,8
9360,18406,10
8619,18260,10
9309,6745,10
4776,20599,10
10148,2991,10
17938,14092,10
7906,12532,8
2622,17399,10
4431,9987,10
3948,12670,8
21465,5100,10
3070,18115,10
4061,7627,10
14815,9652,8
3238,18592,10
22,1275,8
10001,11416,10
441,18431,8
9376,22172,10
7941,15153,10
13834,671,8
24680,8711,8
19264,5048,10
3337,20105,10
2224,8,10
367,14729,10
367,10672,10
11815,109,10
12465,21318,8
10147,22073,8
10565,13459,10
10146,10447,10
15381,7534,10
13828,11879,10
9318,16755,10
8701,16644,8
13611,3219,8
12556,14401,8
12951,15966,8
14893,6886,8
23115,2537,10
591,901,8
32979,22856,8
2471,3420,8
2558,10362,8
2212,15961,10
7858,18445,10
9356,17234,8
7809,15182,8
2558,1336,8
2463,385,8
50,16732,10
517,5497,10
13613,19148,10
10149,4366,10
378,12255,8
4244,18236,10
9464,19505,10
13630,4834,10
17753,8390,8
3942,3572,8
13654,9220,10
10640,4546,10
8052,2875,10
795,11232,10
12446,1146,10
28282,12556,8
25659,11542,8
20892,18086,10
7021,5985,8
16819,896,8
17394,5026,8
14974,3896,10
13648,16331,8
5,20809,10
9565,6644,8
7285,6109,8
13614,9076,8
7970,2927,10
14881,6185,8
6222,8265,10
6153,15557,10
13953,6984,10
18163,14560,10
14787,4591,8
32983,18464,10
14050,15029,8
5489,16711,8
31120,10921,8
10483,20650,10
8685,4799,10
7516,21018,8
14895,11049,10
1697,9318,8
8815,7356,10
644,22901,10
21833,20514,8
32985,9566,10
517,11337,10
2192,7566,10
12474,21816,10
26865,11237,8
6671,9166,10
953,2835,10
10903,13642,10
11253,13584,10
5734,14991,8
13689,8264,10
6696,14780,10
10505,10420,8
28648,21318,10
12493,10332,10
9962,3096,10
15864,9661,8
1649,13088,10
20504,21662,10
3316,394,8
32987,13651,10
6802,7643,10
22758,9949,10
3329,16579,10
517,1054,10
4227,5539,8
2813,3333,8
1669,986,8
17529,975,10
13610,20357,10
21815,22843,8
5440,17135,10
9941,7488,10
13939,14708,8
10396,7948,8
6034,4518,8
16220,12008,8
6547,7822,8
6180,18572,8
13645,5146,8
10511,11182,8
9293,17822,10
3490,44,8
133,1358,10
24976,407,8
3193,9681,10
9333,6198,10
14037,9568,8
24654,14331,10
4001,14131,8
10052,10584,10
32989,9326,10
14498,14844,10
29085,14757,8
27221,12845,10
11797,76,8
1653,16339,8
6166,12665,8
2353,18481,10
4207,12961,8
15668,17393,10
25299,18878,10
2390,15927,10
17435,13256,10
11118,21359,10
10492,8413,10
517,16818,10
19289,13698,8
8023,4089,10
8783,15917,10
12457,7429,10
18870,13587,10
13956,15862,8
1729,9347,10
9354,13556,10
8905,20829,8
10492,10037,10
2444,16227,10
12457,15801,10
18870,20874,10
14510,912,10
9531,18313,10
8626,6478,10
13061,12431,10
18231,22417,10
16591,9205,10
19261,12128,10
8630,19543,10
612,15354,10
2482,7053,8
865,7184,10
32992,15914,10
6208,5476,8
18570,21379,10
13589,18386,10
32993,15318,10
9479,3541,10
650,21556,10
2406,18354,10
2418,17947,8
13063,18399,10
13967,17327,10
23476,10238,8
8822,12343,8
13600,5859,10
11178,4682,8
4723,10989,8
2298,16228,8
17971,3203,8
26421,7554,8
3297,13227,10
21799,17940,8
11755,18143,10
4878,3062,8
16026,772,10
21441,18010,8
3506,2323,10
27608,21043,8
517,15689,10
25364,7278,10
15761,1239,8
4130,7605,10
16027,4702,10
10050,6448,10
7650,5835,10
42,14988,10
12505,4114,10
517,8557,10
7997,3424,8
6774,3682,10
2332,7,10
894,13713,10
24419,5710,10
8882,16967,10
16171,16183,10
5405,22936,8
851,15922,10
4465,3908,10
6021,13324,8
13841,7631,10
10080,132,8
8824,2354,8
11701,20143,10
9031,8809,10
7021,10800,10
11116,16108,8
8824,1808,8
11701,10945,10
9031,20491,10
7021,279,10
28685,20856,8
11116,21233,8
18878,1517,8
8638,8955,10
14954,13138,10
8609,11786,10
19603,6840,10
8885,3294,8
15420,8764,10
10095,2750,10
9955,8631,8
6351,10943,10
28674,17434,8
10180,7974,10
4807,11212,10
18565,21521,10
1877,11217,10
19543,18703,8
26687,11238,8
2368,13090,10
18935,11462,10
3159,712,10
413,4010,8
7410,12532,8
20029,18717,10
13208,5910,10
26917,4265,10
10076,19099,8
824,11140,10
25024,18290,10
3955,7999,10
15771,5252,10
13655,18525,10
13655,22923,10
11991,9120,8
33002,20311,10
8744,16342,8
14514,20904,10
17305,13436,10
25003,18945,8
6966,21250,8
1641,8433,10
12050,12632,10
5704,4971,10
2549,7090,8
15776,5527,8
33003,12254,10
11801,11776,8
2234,14684,10
6686,10365,10
553,9443,10
25294,22756,10
14038,9566,10
1870,12434,8
21454,11914,8
10798,13902,8
33003,8950,10
15454,8330,10
10503,15503,10
11839,5102,10
18898,4526,10
14090,4730,10
11152,19918,8
12546,8477,8
17570,8219,10
13625,8064,10
8615,18620,10
7156,22909,10
7932,22311,8
8615,5746,10
1559,7969,8
11238,22336,8
16124,14824,10
8138,3889,10
11333,9658,8
7972,11088,10
4814,5764,10
31581,16718,10
12959,2927,10
22491,19445,10
21786,15808,10
33005,12668,10
517,885,8
1552,20745,8
3734,2230,10
33007,5461,10
8978,310,2
33008,1416,2
19935,1052,4
31573,19258,4
9590,22062,4
4434,22133,4
31441,10340,4
13117,8728,2
1544,20841,4
18026,8075,4
13112,17576,4
2307,16627,2
7779,814,2
8210,7304,4
6196,2563,4
14983,21815,4
17729,6480,4
13012,332,4
7721,18430,2
6584,3024,4
6288,20477,2
32491,418,2
14707,18448,4
25300,7419,4
8148,5297,4
30545,15692,4
10896,12869,4
27504,2149,4
33015,6015,4
7809,20072,2
33016,8199,4
33017,10654,4
33018,10245,2
517,21250,4
33020,7175,4
1298,19010,4
33021,12694,2
517,1522,2
7021,13776,2
15445,6398,4
2878,7859,4
5933,21760,4
4305,15894,2
29864,9822,4
33025,1233,2
26962,19338,4
15487,21519,2
21556,11839,4
33032,4883,2
28585,5090,4
517,16664,4
5655,533,4
9929,16573,4
7657,19177,2
5494,8152,2
12402,20030,4
21966,10092,4
33047,18339,4
28088,21436,4
2114,16006,4
10392,1956,2
9312,9054,4
19214,13505,2
5567,13924,2
3395,16200,4
6776,1169,2
7317,1570,4
31267,1337,2
9315,13976,8
3354,10523,8
720,14348,10
637,2065,10
4851,16575,10
6155,7449,8
8626,2005,8
1752,13870,8
12676,21999,10
2184,19169,10
13202,14304,8
9341,10579,8
9950,3759,8
13014,16972,8
17,21270,8
25664,11026,8
12000,6118,10
609,21599,8
14516,8402,10
11995,19903,8
4101,16709,8
14046,21629,8
1044,22380,8
17525,11506,10
6729,19735,8
16890,6829,8
6980,290,8
3203,8471,8
655,21634,8
517,17855,8
658,3962,8
5440,21844,8
8635,1187,10
15780,1149,8
1719,4795,8
25678,7089,10
9963,902,8
33080,6802,8
15769,20020,8
23570,7134,8
5601,2745,10
441,3071,10
13241,11558,10
16004,3799,10
12073,9097,8
12464,13941,8
25782,21701,8
7503,19246,10
8084,3075,8
7871,9791,8
13036,21584,8
17891,1875,10
4944,16487,8
9987,7636,8
2321,22897,10
33082,19019,8
14579,3094,8
11977,3002,10
2310,3654,10
6914,20961,8
15875,9201,10
9395,12693,8
10488,889,10
33084,19684,8
6833,3580,8
9323,8847,10
24304,11157,8
4080,16149,10
7852,20657,8
933,18183,8
7639,22079,10
877,3798,8
9981,11152,8
32667,6027,8
9899,13555,10
13482,20816,10
9434,3183,10
6339,2446,8
26625,14026,8
19932,2313,8
832,13221,8
7958,2841,8
517,5213,8
9530,14947,8
8579,18177,8
14545,11906,8
10787,4080,8
5528,22567,10
33087,8254,10
17552,5687,10
3530,2108,8
13078,15574,10
19932,22445,8
16942,20256,8
10628,12165,10
13085,19867,10
8046,14639,8
6654,8616,8
7959,8348,10
5554,22841,8
11206,3356,10
1986,2356,8
2996,9563,8
6186,4719,10
2996,3337,8
7967,4881,8
4104,19156,8
10567,19341,8
27254,5863,8
17357,12076,8
11826,15852,10
5404,8172,8
2701,12592,8
5409,13116,10
22817,19353,8
7542,6694,10
504,19852,8
339,12030,8
10109,22175,8
24274,13595,8
7907,16659,8
10506,2047,8
7967,14749,8
20042,3664,8
3476,8137,8
28918,3630,8
13044,18948,10
3152,11078,8
2701,2758,8
22748,9544,10
33098,11661,8
12959,13897,8
5409,17754,10
13244,15942,8
19999,2909,8
10430,1561,10
33098,11871,8
12959,16661,8
10459,5949,8
13244,3624,8
517,9804,8
21323,7700,8
19989,15658,8
33100,22860,8
10174,1120,10
10073,592,8
16054,9488,10
13210,10650,8
32500,22306,8
517,12034,10
24701,6769,10
33,10116,8
5531,20003,8
17521,4603,8
4113,7529,10
517,837,8
7102,12291,10
9974,360,10
8778,21964,10
12433,13787,8
21323,9065,8
7080,15516,8
18348,1378,8
10073,17133,8
10635,15786,8
7642,2589,8
7974,167,8
14013,21787,8
517,12816,8
